Sales,prev_sales,Store_sales_rating,store_visiblity,Road_connectivity,Prime_location,Seating_area,sqft_area,yr_establishment,Cus_rating,Type1,times,Type2,times,Type3,times,Type4,times,Type5,times,Comp_Score,Product_type,product_placement,Product_size,product_visiblity
324950,292455,0,0.014,1,0,0,1260,1959,2,-10,5,-8,6,-6,9,-4,2,-2,7,-0.58,9,9,9,0.116
324950,302203.5,0,0.095,1,0,0,1310,2011,3,-10,8,-8,4,-6,7,-4,6,-2,6,-0.633333333,10,4,10,0.121
324950,289205.5,1,0.136,2,0,0,1870,2004,2,-10,5,-8,8,-6,10,-4,3,-2,2,-0.633333333,6,2,5,0.177
324950,272958,0,0.024,1,0,0,1140,1959,2,-10,4,-8,0,-6,5,-4,6,-2,0,-0.313333333,7,2,2,0.104
324950,266459,1,0.116,2,0,0,1390,1999,5,-10,7,-8,4,-6,2,-4,4,-2,2,-0.446666667,6,3,9,0.129
324950,272958,0,0.057,3,0,0,1330,2000,3,-10,6,-8,3,-6,6,-4,2,-2,4,-0.453333333,8,10,10,0.123
324950,311952,0,0.012,1,0,0,990,1974,3,-10,8,-8,9,-6,5,-4,4,-2,4,-0.686666667,8,2,4,0.089
324950,292455,1,0.11,1,0,0,1340,1976,1,-10,8,-8,7,-6,8,-4,1,-2,8,-0.68,1,6,5,0.124
324950,295704.5,0,0.029,1,0,1,1743,1954,2,-10,5,-8,8,-6,3,-4,9,-2,6,-0.6,1,2,10,0.1643
324950,285956,1,0.135,1,1,2,1150,2009,6,-10,9,-8,6,-6,5,-4,8,-2,0,-0.666666667,3,6,2,0.105
324950,289205.5,0,0.09,2,0,0,2210,2013,2,-10,8,-8,6,-6,5,-4,0,-2,3,-0.546666667,1,10,9,0.211
324950,272958,0,0.019,2,0,0,2329,2012,4,-10,10,-8,10,-6,6,-4,10,-2,6,-0.893333333,2,4,9,0.2229
325000,269750,1,0.135,1,0,0,1360,1972,2,-10,6,-8,7,-6,10,-4,0,-2,9,-0.646666667,7,2,5,0.126
325000,269750,1,0.147,1,0,0,1880,1966,3,-10,3,-8,8,-6,3,-4,8,-2,9,-0.54,8,10,6,0.178
325000,282750,1,0.168,2,0,0,1950,1997,1,-10,10,-8,5,-6,9,-4,0,-2,10,-0.713333333,7,5,7,0.185
325000,299000,0,0.015,1,0,0,1090,2017,1,-10,6,-8,5,-6,4,-4,4,-2,4,-0.493333333,5,9,3,0.099
325000,318500,1,0.18,1,1,2,1220,1952,1,-10,0,-8,1,-6,3,-4,7,-2,2,-0.193333333,2,7,8,0.112
325000,286000,0,0.018,1,0,2,1160,2016,5,-10,1,-8,4,-6,4,-4,10,-2,5,-0.386666667,7,1,8,0.106
325000,302250,0,0.079,2,0,0,1590,2002,1,-10,1,-8,6,-6,4,-4,3,-2,6,-0.353333333,3,7,2,0.149
325000,295750,1,0.12,2,0,0,2710,1987,3,-10,3,-8,2,-6,5,-4,3,-2,1,-0.3,3,7,7,0.261
325000,282750,1,0.167,1,0,0,1140,1951,5,-10,9,-8,2,-6,1,-4,6,-2,0,-0.453333333,2,9,2,0.104
325000,308750,0,0.047,2,0,0,3063,2006,6,-10,8,-8,9,-6,0,-4,2,-2,8,-0.586666667,2,1,4,0.2963
325000,308750,1,0.162,1,0,0,1230,1955,5,-10,4,-8,7,-6,4,-4,1,-2,6,-0.453333333,4,2,8,0.113
325000,299000,1,0.181,1,0,0,1990,1966,6,-10,4,-8,9,-6,8,-4,5,-2,6,-0.64,4,6,7,0.189
325000,273000,0,0.085,1,0,0,2350,1980,6,-10,1,-8,3,-6,2,-4,10,-2,10,-0.353333333,10,6,6,0.225
325000,318500,0,0.094,2,0,0,1580,1984,3,-10,7,-8,7,-6,6,-4,1,-2,8,-0.606666667,9,2,9,0.148
325000,308750,1,0.164,2,0,0,1900,1996,2,-10,8,-8,5,-6,10,-4,4,-2,3,-0.673333333,9,2,3,0.18
325000,260000,1,0.188,2,0,0,2640,2005,4,-10,8,-8,8,-6,1,-4,2,-2,3,-0.546666667,6,7,9,0.54
325000,318500,1,0.101,1,0,0,1050,2013,6,-10,9,-8,9,-6,0,-4,9,-2,7,-0.706666667,3,7,9,0.095
325000,279500,1,0.123,2,1,3,1740,1984,6,-10,8,-8,10,-6,0,-4,0,-2,9,-0.593333333,7,1,2,0.164
325000,269750,1,0.169,2,0,0,1270,2008,2,-10,9,-8,5,-6,1,-4,2,-2,2,-0.493333333,2,1,8,0.117
325000,315250,0,0.051,2,0,0,2360,2002,5,-10,8,-8,10,-6,2,-4,0,-2,6,-0.613333333,5,4,5,0.226
325000,282750,0,0.024,1,0,0,1470,1988,1,-10,6,-8,7,-6,9,-4,6,-2,7,-0.693333333,8,4,2,0.137
325000,289250,0,0.086,2,0,0,2650,2006,5,-10,10,-8,0,-6,3,-4,3,-2,6,-0.473333333,4,8,10,0.55
325000,286000,1,0.15,1,0,0,1350,1994,5,-10,3,-8,7,-6,10,-4,2,-2,7,-0.56,5,9,5,0.125
325000,305500,0,0.04,1,0,0,1080,1980,1,-10,3,-8,0,-6,8,-4,3,-2,4,-0.326666667,3,9,5,0.098
325000,286000,0,0.036,1,0,0,1430,1963,1,-10,6,-8,8,-6,2,-4,3,-2,8,-0.546666667,7,5,7,0.133
325000,269750,0,0.046,2,0,0,1560,1998,6,-10,6,-8,3,-6,5,-4,1,-2,10,-0.46,3,7,7,0.146
325000,292500,1,0.17,1,0,0,1230,1978,4,-10,10,-8,10,-6,9,-4,3,-2,10,-0.886666667,6,1,9,0.113
325000,260000,1,0.153,2,0,0,2030,1993,2,-10,4,-8,8,-6,8,-4,7,-2,1,-0.606666667,5,1,2,0.193
325000,292500,0,0.088,1,0,0,1140,1950,3,-10,6,-8,10,-6,1,-4,0,-2,5,-0.52,5,4,7,0.104
325000,282750,0,0.034,1,0,0,1510,1954,1,-10,0,-8,3,-6,4,-4,5,-2,10,-0.293333333,10,8,5,0.141
325000,312000,1,0.134,1,0,0,720,1980,4,-10,10,-8,5,-6,7,-4,6,-2,5,-0.72,7,6,9,0.062
325000,266500,0,0.034,1,0,0,1040,2009,6,-10,4,-8,1,-6,2,-4,0,-2,5,-0.233333333,5,1,1,0.094
325000,286000,1,0.186,2,0,0,2060,2004,1,-10,8,-8,5,-6,5,-4,0,-2,2,-0.513333333,10,6,1,0.196
325000,295750,1,0.19,2,0,0,1980,1993,6,-10,8,-8,4,-6,8,-4,3,-2,7,-0.62,1,8,2,0.188
325000,279500,0,0.015,1,0,0,1330,1969,4,-10,6,-8,8,-6,10,-4,7,-2,6,-0.746666667,9,9,2,0.123
325000,302250,1,0.122,1,0,0,3020,1964,6,-10,0,-8,10,-6,3,-4,7,-2,2,-0.433333333,9,8,9,0.292
325000,269750,0,0.081,1,0,0,1700,1966,5,-10,8,-8,8,-6,0,-4,0,-2,7,-0.526666667,3,2,10,0.16
325000,273000,0,0.081,2,0,0,1680,1998,3,-10,1,-8,4,-6,9,-4,6,-2,7,-0.446666667,5,1,2,0.158
325000,263250,0,0.014,1,0,0,1150,1951,5,-10,9,-8,6,-6,9,-4,7,-2,7,-0.78,6,9,8,0.105
325000,263250,0,0.057,1,0,0,1520,1973,4,-10,7,-8,6,-6,7,-4,2,-2,6,-0.6,5,2,7,0.142
325000,299000,1,0.109,2,0,0,2320,1990,6,-10,10,-8,9,-6,9,-4,7,-2,6,-0.886666667,8,1,7,0.222
325000,269750,0,0.043,1,0,0,1220,1954,3,-10,3,-8,0,-6,3,-4,7,-2,5,-0.286666667,5,6,3,0.112
325000,263250,1,0.17,2,0,0,2230,1989,5,-10,3,-8,3,-6,2,-4,8,-2,0,-0.326666667,9,10,9,0.213
325000,312000,1,0.108,2,0,0,2300,2000,1,-10,3,-8,2,-6,0,-4,10,-2,1,-0.293333333,5,9,10,0.22
325000,273000,0,0.054,1,0,0,1080,1954,5,-10,7,-8,1,-6,7,-4,7,-2,1,-0.5,10,1,7,0.098
325000,286000,0,0.042,2,0,0,1670,2001,5,-10,2,-8,6,-6,4,-4,0,-2,6,-0.346666667,6,6,7,0.157
325000,279500,0,0.015,1,0,0,1880,1983,5,-10,6,-8,7,-6,3,-4,5,-2,3,-0.533333333,7,4,6,0.178
325000,302250,1,0.179,2,0,0,2100,1998,4,-10,7,-8,5,-6,9,-4,3,-2,0,-0.586666667,9,2,3,0.2
325000,299000,1,0.124,1,0,0,1380,1977,1,-10,9,-8,2,-6,1,-4,8,-2,4,-0.506666667,1,3,2,0.128
325000,299000,1,0.147,1,0,0,1160,1977,2,-10,6,-8,4,-6,9,-4,3,-2,8,-0.58,1,3,5,0.106
325000,289250,0,0.053,1,0,0,1480,1977,3,-10,2,-8,10,-6,1,-4,2,-2,0,-0.38,7,4,10,0.138
325000,289250,0,0.091,2,0,0,1680,2001,4,-10,10,-8,3,-6,0,-4,2,-2,10,-0.506666667,5,3,8,0.158
325000,266500,1,0.167,1,0,0,1870,1978,4,-10,9,-8,6,-6,6,-4,9,-2,6,-0.74,2,1,5,0.177
325000,289250,1,0.197,2,0,0,1930,1995,5,-10,1,-8,6,-6,2,-4,4,-2,5,-0.32,7,1,9,0.183
325000,305500,1,0.184,1,0,0,1400,1991,2,-10,8,-8,6,-6,5,-4,1,-2,3,-0.56,6,8,10,0.13
325000,266500,1,0.187,2,0,0,2330,1994,3,-10,9,-8,10,-6,8,-4,8,-2,1,-0.84,6,7,2,0.223
325000,292500,1,0.136,1,0,0,910,2014,5,-10,2,-8,6,-6,0,-4,1,-2,6,-0.28,6,3,9,0.081
325000,276250,0,0.028,2,0,0,1970,2002,3,-10,3,-8,8,-6,2,-4,0,-2,3,-0.373333333,10,3,7,0.187
325000,299000,0,0.097,2,0,0,1410,1998,3,-10,2,-8,9,-6,7,-4,2,-2,10,-0.54,7,5,4,0.131
325000,289250,1,0.136,1,0,0,510,1953,6,-10,1,-8,2,-6,6,-4,10,-2,4,-0.366666667,1,4,7,0.041
325000,273000,1,0.11,1,0,0,1190,1993,6,-10,3,-8,5,-6,4,-4,4,-2,7,-0.413333333,6,2,4,0.109
325000,295750,1,0.121,1,0,1,1190,1954,1,-10,9,-8,3,-6,9,-4,4,-2,7,-0.66,1,7,10,0.109
325000,305500,1,0.156,1,0,0,1690,1956,2,-10,8,-8,4,-6,4,-4,4,-2,10,-0.573333333,3,7,7,0.159
325000,299000,1,0.153,1,0,0,1090,1953,4,-10,10,-8,6,-6,0,-4,3,-2,6,-0.573333333,6,8,5,0.099
325000,299000,0,0.025,2,0,0,2140,2003,3,-10,1,-8,10,-6,3,-4,3,-2,0,-0.4,7,2,4,0.204
325000,266500,0,0.03,1,0,0,1990,1966,6,-10,3,-8,6,-6,4,-4,8,-2,10,-0.513333333,8,10,3,0.189
325000,295750,1,0.121,1,0,0,1230,1957,3,-10,3,-8,8,-6,0,-4,10,-2,2,-0.46,1,3,2,0.113
325000,276250,0,0.069,1,0,0,2190,2019,2,-10,3,-8,3,-6,7,-4,8,-2,7,-0.473333333,9,10,2,0.209
325000,266500,1,0.116,1,0,0,1540,1978,5,-10,7,-8,1,-6,3,-4,1,-2,0,-0.333333333,9,1,2,0.144
325000,282750,0,0.061,1,0,0,1260,1966,1,-10,8,-8,2,-6,9,-4,7,-2,5,-0.626666667,9,1,5,0.116
325000,302250,1,0.17,1,0,0,1000,1976,1,-10,5,-8,2,-6,0,-4,0,-2,2,-0.233333333,10,9,9,0.09
325000,315250,1,0.18,1,0,0,1170,1951,6,-10,3,-8,3,-6,1,-4,9,-2,10,-0.386666667,9,1,6,0.107
325000,260000,1,0.198,2,0,0,960,2004,6,-10,10,-8,5,-6,10,-4,1,-2,1,-0.686666667,10,3,2,0.086
325000,279500,1,0.132,1,0,0,1550,1992,1,-10,10,-8,1,-6,3,-4,2,-2,2,-0.46,6,10,5,0.145
325000,260000,0,0.097,1,0,0,1970,1966,6,-10,3,-8,9,-6,6,-4,3,-2,5,-0.533333333,1,5,2,0.187
325000,260000,0,0.035,1,0,0,1070,1983,5,-10,5,-8,2,-6,8,-4,1,-2,7,-0.44,2,1,4,0.097
325000,299000,1,0.127,2,0,0,2210,1991,6,-10,2,-8,3,-6,8,-4,10,-2,5,-0.473333333,1,4,7,0.211
325000,295750,1,0.147,1,0,0,1110,1967,3,-10,1,-8,4,-6,9,-4,3,-2,8,-0.413333333,4,5,2,0.101
325000,318500,1,0.157,1,0,0,950,2018,1,-10,6,-8,1,-6,9,-4,10,-2,2,-0.553333333,3,6,4,0.085
325000,273000,1,0.1,1,1,3,1670,1967,1,-10,8,-8,1,-6,2,-4,2,-2,2,-0.373333333,6,3,10,0.157
325000,273000,1,0.136,2,0,0,1500,2018,2,-10,7,-8,4,-6,6,-4,6,-2,8,-0.593333333,2,3,6,0.14
325000,286000,0,0.032,1,0,0,1110,1973,2,-10,1,-8,9,-6,3,-4,8,-2,2,-0.453333333,1,8,4,0.101
325000,295750,0,0.017,1,0,0,1400,1977,1,-10,1,-8,8,-6,0,-4,5,-2,4,-0.34,10,8,7,0.13
325000,276250,1,0.138,2,0,0,2340,2002,2,-10,8,-8,1,-6,4,-4,4,-2,4,-0.453333333,9,5,7,0.224
325000,295750,1,0.142,1,0,0,1450,1986,4,-10,8,-8,2,-6,9,-4,7,-2,1,-0.6,3,4,7,0.135
325000,312000,0,0.09,2,0,0,1930,1993,3,-10,3,-8,1,-6,10,-4,5,-2,8,-0.446666667,8,9,4,0.183
325000,315250,0,0.014,2,0,0,2580,1979,6,-10,0,-8,3,-6,7,-4,1,-2,2,-0.246666667,5,7,10,0.248
325000,260000,0,0.035,1,0,0,1000,1984,6,-10,4,-8,8,-6,5,-4,8,-2,7,-0.6,4,10,3,0.09
325000,269750,0,0.065,1,0,0,940,1983,2,-10,10,-8,1,-6,2,-4,2,-2,5,-0.46,1,8,1,0.084
325000,263250,0,0.094,1,0,0,720,1996,5,-10,7,-8,7,-6,2,-4,6,-2,6,-0.58,8,10,9,0.062
325000,312000,0,0.094,1,0,0,1180,1954,5,-10,1,-8,9,-6,8,-4,7,-2,3,-0.546666667,8,4,5,0.108
325000,292500,1,0.159,3,0,0,1452,2007,2,-10,3,-8,7,-6,7,-4,5,-2,5,-0.526666667,9,3,10,0.1352
325000,282750,1,0.106,1,0,0,890,2018,4,-10,1,-8,1,-6,10,-4,7,-2,3,-0.373333333,2,9,8,0.079
325000,318500,1,0.192,2,0,0,2360,2004,1,-10,6,-8,2,-6,0,-4,6,-2,1,-0.34,7,1,8,0.226
325000,312000,1,0.191,2,0,0,2380,1987,6,-10,5,-8,0,-6,6,-4,2,-2,2,-0.326666667,3,4,9,0.228
325000,318500,0,0.029,1,0,0,1260,1968,4,-10,10,-8,8,-6,4,-4,4,-2,1,-0.686666667,5,8,2,0.116
325000,276250,0,0.04,2,0,0,2170,1997,3,-10,0,-8,6,-6,6,-4,1,-2,4,-0.32,2,1,1,0.207
325000,312000,1,0.192,1,0,0,1150,1969,6,-10,4,-8,0,-6,6,-4,0,-2,5,-0.286666667,1,1,5,0.105
325000,315250,0,0.073,1,0,4,1320,2016,6,-10,0,-8,8,-6,3,-4,9,-2,3,-0.413333333,9,8,9,0.122
325000,292500,1,0.155,1,0,0,1580,1980,3,-10,7,-8,8,-6,5,-4,9,-2,8,-0.72,5,5,5,0.148
325000,276250,0,0.089,1,0,0,1250,1970,2,-10,9,-8,9,-6,4,-4,10,-2,8,-0.806666667,1,10,4,0.115
325000,295750,0,0.081,1,0,0,1250,1970,4,-10,1,-8,5,-6,4,-4,7,-2,3,-0.36,10,10,7,0.115
325000,318500,0,0.032,3,0,0,1280,2009,2,-10,0,-8,8,-6,10,-4,7,-2,7,-0.553333333,1,6,4,0.118
325000,282750,1,0.116,2,0,0,1530,1970,6,-10,5,-8,7,-6,6,-4,2,-2,0,-0.5,1,9,6,0.143
325000,286000,1,0.196,2,0,0,1840,1999,4,-10,0,-8,4,-6,9,-4,1,-2,7,-0.346666667,3,4,3,0.174
325000,292500,1,0.145,1,0,0,1500,1974,2,-10,10,-8,6,-6,4,-4,7,-2,8,-0.72,3,3,2,0.14
325000,273000,1,0.169,1,0,0,2750,1977,5,-10,2,-8,4,-6,6,-4,4,-2,3,-0.366666667,5,3,10,0.265
325000,289250,1,0.146,1,0,0,900,1953,1,-10,9,-8,1,-6,6,-4,7,-2,1,-0.546666667,6,10,7,0.08
325000,273000,1,0.117,2,0,0,1650,2007,3,-10,3,-8,6,-6,4,-4,1,-2,2,-0.366666667,5,10,9,0.155
325000,315250,0,0.01,1,0,0,1170,2012,6,-10,1,-8,9,-6,4,-4,3,-2,1,-0.4,2,7,4,0.107
325000,308750,1,0.153,1,0,0,1020,1950,3,-10,1,-8,9,-6,7,-4,3,-2,5,-0.486666667,6,10,7,0.092
325000,273000,1,0.184,2,0,0,2020,1967,5,-10,2,-8,7,-6,8,-4,8,-2,1,-0.526666667,4,9,6,0.192
325000,315250,1,0.141,1,0,0,1310,1979,2,-10,9,-8,10,-6,3,-4,0,-2,1,-0.633333333,5,8,5,0.121
325000,312000,1,0.139,1,0,0,1770,1965,2,-10,6,-8,2,-6,2,-4,7,-2,9,-0.446666667,10,5,10,0.167
325000,302250,0,0.024,1,0,0,1570,1976,2,-10,4,-8,5,-6,4,-4,8,-2,4,-0.48,4,7,4,0.147
325000,292500,1,0.145,2,0,0,2260,1994,6,-10,4,-8,5,-6,8,-4,0,-2,1,-0.433333333,7,5,4,0.216
325000,308750,0,0.026,2,0,0,1870,1998,3,-10,4,-8,10,-6,1,-4,4,-2,0,-0.473333333,8,4,8,0.177
325000,266500,0,0.069,1,0,0,850,2017,3,-10,9,-8,3,-6,2,-4,2,-2,1,-0.453333333,7,8,7,0.075
325000,289250,1,0.142,1,0,0,1270,1959,5,-10,10,-8,8,-6,0,-4,9,-2,1,-0.673333333,4,9,4,0.117
325000,286000,1,0.188,1,0,0,940,2018,1,-10,6,-8,5,-6,0,-4,2,-2,0,-0.36,4,1,7,0.084
325000,302250,0,0.056,3,0,0,2880,1955,1,-10,8,-8,10,-6,5,-4,9,-2,4,-0.78,5,1,3,0.278
325000,273000,1,0.153,2,0,0,1230,2015,5,-10,6,-8,5,-6,8,-4,10,-2,7,-0.673333333,4,8,7,0.113
325000,295750,0,0.017,1,0,2,1140,1991,2,-10,9,-8,8,-6,6,-4,10,-2,10,-0.833333333,4,9,4,0.104
325000,266500,1,0.187,1,0,0,930,2011,2,-10,2,-8,0,-6,5,-4,8,-2,4,-0.3,9,4,2,0.083
325000,269750,0,0.082,1,0,0,1610,1957,6,-10,3,-8,2,-6,1,-4,4,-2,3,-0.246666667,1,10,8,0.151
325000,308750,1,0.117,2,0,0,1540,1995,3,-10,7,-8,0,-6,10,-4,7,-2,2,-0.54,9,6,1,0.144
325000,269750,1,0.113,1,0,0,1200,1988,3,-10,5,-8,1,-6,6,-4,2,-2,8,-0.393333333,1,4,8,0.11
325000,269750,1,0.132,2,0,0,1060,1982,3,-10,1,-8,4,-6,2,-4,9,-2,4,-0.326666667,1,9,5,0.096
325000,263250,0,0.095,1,0,0,1670,1999,6,-10,0,-8,4,-6,5,-4,8,-2,9,-0.373333333,6,3,2,0.157
325000,305500,1,0.159,1,0,0,910,2011,6,-10,1,-8,5,-6,9,-4,7,-2,2,-0.453333333,7,5,2,0.081
325000,269750,1,0.124,2,0,0,1850,2006,1,-10,5,-8,7,-6,10,-4,6,-2,0,-0.633333333,2,7,5,0.175
325000,299000,1,0.193,2,0,0,1970,1956,4,-10,9,-8,9,-6,4,-4,5,-2,6,-0.726666667,2,8,5,0.187
325000,289250,1,0.12,1,0,0,1830,2013,3,-10,0,-8,9,-6,7,-4,3,-2,10,-0.486666667,9,8,10,0.173
325000,299000,1,0.196,1,0,0,1700,1975,2,-10,10,-8,2,-6,5,-4,4,-2,9,-0.6,7,4,7,0.16
325000,286000,0,0.04,1,0,0,1320,1975,6,-10,10,-8,6,-6,2,-4,5,-2,3,-0.62,4,6,7,0.122
325000,315250,1,0.173,1,0,0,1390,1983,1,-10,0,-8,1,-6,7,-4,2,-2,1,-0.2,3,10,6,0.129
325000,282750,1,0.179,1,0,0,1190,1961,3,-10,5,-8,1,-6,9,-4,7,-2,5,-0.5,10,10,6,0.109
325000,299000,1,0.176,1,0,0,1770,1976,2,-10,4,-8,10,-6,5,-4,9,-2,3,-0.64,10,8,7,0.167
325000,312000,1,0.182,3,0,0,1370,2009,3,-10,3,-8,6,-6,4,-4,0,-2,10,-0.406666667,7,7,8,0.127
325000,279500,1,0.127,2,0,0,1260,2008,1,-10,5,-8,9,-6,8,-4,5,-2,5,-0.666666667,8,2,2,0.116
325000,289250,0,0.061,2,0,0,1260,2008,4,-10,2,-8,2,-6,8,-4,5,-2,9,-0.406666667,7,6,8,0.116
325000,263250,1,0.109,1,0,0,830,2009,4,-10,2,-8,6,-6,7,-4,0,-2,8,-0.42,8,2,8,0.073
325000,305500,0,0.053,2,0,0,1250,2013,1,-10,4,-8,8,-6,1,-4,9,-2,6,-0.526666667,7,7,3,0.115
325000,273000,1,0.189,3,0,0,1430,2007,2,-10,10,-8,1,-6,5,-4,2,-2,3,-0.506666667,5,5,7,0.133
325000,299000,1,0.187,2,0,0,2900,2011,2,-10,10,-8,6,-6,10,-4,6,-2,5,-0.806666667,5,2,1,0.28
325000,292500,0,0.062,2,0,0,1180,2007,1,-10,7,-8,10,-6,5,-4,6,-2,8,-0.733333333,8,2,7,0.108
325000,289250,0,0.093,2,0,0,1150,2005,4,-10,3,-8,6,-6,4,-4,9,-2,1,-0.466666667,5,4,5,0.105
325000,299000,0,0.068,2,0,0,1120,2008,3,-10,0,-8,6,-6,1,-4,10,-2,9,-0.373333333,9,9,8,0.102
325090,273075.6,0,0.048,1,0,0,1100,1954,5,-10,1,-8,1,-6,9,-4,2,-2,7,-0.313333333,6,5,2,0.1
325250,279715,1,0.178,1,0,0,1430,1991,2,-10,6,-8,3,-6,3,-4,10,-2,5,-0.506666667,2,8,3,0.133
325500,305970,0,0.081,1,0,0,1590,1969,3,-10,0,-8,10,-6,0,-4,2,-2,1,-0.3,6,6,1,0.149
325500,292950,1,0.172,1,0,0,1290,1959,2,-10,6,-8,0,-6,4,-4,4,-2,4,-0.36,7,9,2,0.119
325900,286792,0,0.026,2,0,0,2140,1985,2,-10,6,-8,1,-6,3,-4,0,-2,9,-0.346666667,2,8,4,0.204
325900,286792,1,0.114,2,0,0,2420,2004,5,-10,5,-8,0,-6,7,-4,3,-2,3,-0.366666667,8,10,2,0.232
326000,306440,0,0.052,3,0,0,1882,2000,1,-10,3,-8,9,-6,7,-4,4,-2,6,-0.573333333,2,2,7,0.1782
326000,299920,0,0.015,1,0,0,1130,1971,1,-10,3,-8,8,-6,7,-4,9,-2,7,-0.62,2,2,5,0.103
326000,293400,1,0.128,1,0,0,1820,1958,6,-10,10,-8,5,-6,0,-4,1,-2,0,-0.48,2,4,2,0.172
326000,309700,1,0.181,1,0,0,1980,1966,3,-10,10,-8,0,-6,5,-4,9,-2,8,-0.606666667,6,5,3,0.188
326000,277100,1,0.1,2,0,0,1980,1983,6,-10,0,-8,10,-6,4,-4,6,-2,2,-0.44,2,10,9,0.188
326000,260800,1,0.105,2,0,0,2266,2013,1,-10,2,-8,8,-6,6,-4,0,-2,0,-0.4,7,4,5,0.2166
326000,296660,0,0.026,1,0,0,1130,1969,6,-10,6,-8,0,-6,9,-4,2,-2,9,-0.466666667,5,1,1,0.103
326000,299920,0,0.097,1,0,0,880,2010,1,-10,6,-8,0,-6,5,-4,0,-2,4,-0.326666667,2,9,4,0.078
326000,283620,1,0.198,1,0,0,1490,1963,5,-10,5,-8,5,-6,5,-4,8,-2,10,-0.573333333,2,4,2,0.139
326000,312960,1,0.195,3,0,0,1130,2008,3,-10,1,-8,3,-6,9,-4,9,-2,1,-0.42,3,1,3,0.103
326000,299920,1,0.125,2,0,0,2030,2004,5,-10,10,-8,0,-6,7,-4,3,-2,1,-0.52,5,2,5,0.193
326100,293490,0,0.025,1,0,0,980,2012,1,-10,6,-8,2,-6,1,-4,6,-2,6,-0.393333333,3,2,3,0.088
326190,283785.3,1,0.153,1,0,0,1400,1977,4,-10,6,-8,4,-6,4,-4,10,-2,3,-0.54,5,9,2,0.13
326250,261000,1,0.186,1,0,0,1160,1967,5,-10,9,-8,9,-6,10,-4,2,-2,0,-0.766666667,3,1,2,0.106
326500,306910,0,0.099,2,0,0,1910,1970,3,-10,1,-8,2,-6,10,-4,6,-2,0,-0.366666667,3,7,2,0.181
326500,274260,0,0.022,1,0,0,1160,1968,5,-10,1,-8,2,-6,8,-4,2,-2,3,-0.293333333,5,8,9,0.106
326990,320450.2,0,0.044,2,0,0,2160,2014,4,-10,1,-8,8,-6,7,-4,9,-2,2,-0.52,2,5,4,0.206
327000,281220,0,0.072,2,0,0,2500,1998,5,-10,4,-8,4,-6,2,-4,9,-2,8,-0.453333333,5,4,2,0.24
327000,287760,1,0.186,2,0,0,1720,1975,2,-10,5,-8,4,-6,8,-4,10,-2,8,-0.62,9,5,1,0.162
327000,268140,0,0.012,1,0,0,1300,1980,1,-10,10,-8,3,-6,8,-4,7,-2,7,-0.713333333,10,7,4,0.12
327000,307380,1,0.108,1,0,0,1170,2017,1,-10,9,-8,4,-6,4,-4,1,-2,0,-0.5,5,2,3,0.107
327000,297570,1,0.191,1,0,0,1240,1952,6,-10,3,-8,3,-6,7,-4,5,-2,5,-0.42,7,7,6,0.114
327000,268140,0,0.069,1,0,0,1940,2003,5,-10,4,-8,9,-6,3,-4,10,-2,0,-0.566666667,1,1,3,0.184
327000,297570,0,0.074,2,0,0,1730,1999,1,-10,10,-8,1,-6,10,-4,7,-2,8,-0.706666667,8,1,5,0.163
327000,284490,1,0.122,1,1,2,1610,1964,2,-10,8,-8,7,-6,1,-4,1,-2,2,-0.5,1,10,4,0.151
327000,313920,1,0.187,1,0,0,1390,2018,3,-10,10,-8,2,-6,7,-4,5,-2,0,-0.593333333,5,8,1,0.129
327000,307380,1,0.173,1,0,0,1410,1984,5,-10,8,-8,4,-6,10,-4,0,-2,2,-0.586666667,1,10,5,0.131
327000,281220,0,0.037,1,0,0,1420,1970,3,-10,3,-8,1,-6,7,-4,7,-2,8,-0.413333333,8,3,6,0.132
327000,291030,0,0.077,2,0,0,1960,2000,6,-10,6,-8,1,-6,8,-4,3,-2,10,-0.493333333,4,7,10,0.186
327000,277950,1,0.117,3,0,0,1470,2009,5,-10,7,-8,5,-6,8,-4,7,-2,1,-0.626666667,3,1,10,0.137
327000,271410,0,0.015,2,0,0,2210,2013,1,-10,5,-8,10,-6,5,-4,4,-2,9,-0.646666667,5,2,9,0.211
327000,268140,1,0.15,2,0,0,1290,2009,6,-10,6,-8,1,-6,3,-4,6,-2,1,-0.373333333,2,9,9,0.119
327200,265032,1,0.105,1,0,0,1540,2012,3,-10,2,-8,8,-6,6,-4,1,-2,5,-0.446666667,10,4,9,0.144
327500,311125,1,0.185,1,0,0,1170,1989,3,-10,6,-8,1,-6,3,-4,5,-2,8,-0.406666667,10,9,10,0.107
327500,268550,0,0.055,1,0,0,1430,1981,4,-10,0,-8,5,-6,9,-4,6,-2,3,-0.413333333,10,4,2,0.133
327500,275100,0,0.071,1,0,0,1750,1968,2,-10,8,-8,9,-6,6,-4,5,-2,8,-0.746666667,1,3,3,0.165
327500,275100,0,0.093,2,0,0,2340,1971,3,-10,2,-8,10,-6,5,-4,7,-2,9,-0.586666667,8,7,10,0.224
327500,294750,0,0.012,2,0,0,2410,1990,1,-10,5,-8,8,-6,10,-4,5,-2,7,-0.693333333,1,6,9,0.231
327500,320950,0,0.011,2,0,0,2190,1991,2,-10,0,-8,0,-6,8,-4,8,-2,2,-0.28,3,10,1,0.209
